,Ticker,Company Name,Country,Sector,Overall ESG RATING,Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
0,AAL,ANGLO AMERICAN CAPITAL PLC,GB,Metals and Mining - Non-Precious Metals,A,7.1,4.0,5.5,6.3
253,AAON,"AAON, INC",US,Building Products,A,7.1,5.0,7.0,5.6
316,ABBV,ABBVIE INC,US,Biotechnology,BBB,4.8,7.7,4.8,3.8
569,ABC,ABCAM PLC,GB,Health Care Equipment & Supplies,A,6.3,7.8,5.6,5.9
570,ABC,ADBRI LIMITED,AU,Construction Materials,BBB,5.7,1.7,5.2,6.0
1075,ABMD,"ABIOMED, INC",US,Health Care Equipment & Supplies,AA,7.4,6.5,7.6,4.9
1328,ABT,ABBOTT LABORATORIES,US,Health Care Equipment & Supplies,BB,4.2,10.0,5.2,5.4
1329,ABT,CFR PHARMACEUTICALS SA,CL,Health Care Equipment & Supplies,BB,4.2,10.0,5.2,5.4
1834,ACAD,ACADIA PHARMACEUTICALS INC,US,Biotechnology,BBB,4.5,3.1,4.4,5.2
1835,ACAD,AcadeMedia AB,SE,Diversified Consumer Services,AAA,10.0,7.2,6.0,7.0
2340,ACC,ACC LIMITED,IN,Construction Materials,B,1.6,2.0,2.6,2.6
2341,ACC,Aker Carbon Capture ASA,NO,Commercial Services & Supplies,BBB,5.5,6.3,3.9,6.7
2846,ACGL,ARCH CAPITAL GROUP LTD,BM,Property & Casualty Insurance,BBB,4.5,2.4,4.7,6.1
2847,ACGL,Somers Group Holdings Ltd,BM,Multi-Line Insurance & Brokerage,BBB,4.5,2.4,4.7,6.1
3352,ACHC,"ACADIA HEALTHCARE COMPANY, INC",US,Health Care Providers & Services,A,7.0,6.5,5.2,6.3
3353,ACI,"ALBERTSONS COMPANIES, INC",US,Retail - Food & Staples,B,2.7,1.9,2.9,6.2
3418,ACM,AECOM,US,Construction & Engineering,AA,7.5,7.4,4.6,5.4
3671,ACN,ACCENTURE PUBLIC LIMITED COMPANY,IE,Software & Services,AA,7.6,7.5,4.1,5.3
3924,ADC,AGREE REALTY CORPORATION,US,Real Estate Management & Services,BB,2.9,3.9,3.5,5.2
4115,ADI,"MAXIM INTEGRATED PRODUCTS, INC",US,Semiconductors & Semiconductor Equipment,A,7.0,5.1,6.4,5.5
4368,ADM,ADMIRAL GROUP PLC,GB,Property & Casualty Insurance,A,7.0,4.1,3.8,7.7
4621,ADP,AEROPORTS DE PARIS SA,FR,Transportation Infrastructure,A,7.0,9.7,9.5,2.6
4874,AEP,AEP TEXAS INC,US,Utilities,AA,7.5,7.2,6.6,6.1
4875,AEP,INDIANA MICHIGAN POWER COMPANY,US,Utilities,A,5.8,5.4,6.6,5.8
4876,AEP,KENTUCKY POWER COMPANY,US,Utilities,A,7.1,7.0,7.1,6.2
4877,AEP,OHIO POWER COMPANY,US,Utilities,AA,7.4,7.0,6.6,6.2
4878,AEP,SOUTHWESTERN ELECTRIC POWER COMPANY,US,Utilities,BBB,4.6,4.3,6.6,6.1
6139,AES,IPALCO ENTERPRISES INC,US,Utilities,A,6.0,6.0,4.9,6.3
6140,AES,THE AES CORPORATION,US,Utilities,AA,8.2,6.9,7.9,6.9
6645,AFG,AUSTRALIAN FINANCE GROUP LTD,AU,Banks,AA,7.3,3.5,4.4,7.7
6898,AGN,AEGON NV,NL,Life & Health Insurance,AA,8.4,8.4,4.8,7.7
6987,AGO,ASSURED GUARANTY LTD,BM,Property & Casualty Insurance,BB,3.3,3.6,3.5,5.8
7048,AGR,AGRANA Beteiligungs-Aktiengesellschaft,AT,Food Products,A,5.9,2.6,6.5,4.6
7049,AGR,ASSURA PLC,GB,Real Estate Management & Services,A,6.3,4.9,3.5,7.7
7050,AGR,NEW YORK STATE ELECTRIC & GAS CORPORATION,US,Utilities,AA,7.5,7.7,5.6,6.2
7051,AGR,ROCHESTER GAS AND ELECTRIC CORPORATION,US,Utilities,AAA,8.6,8.8,7.1,5.9
8060,AL,AIR LEASE CORPORATION,US,Trading Companies & Distributors,BBB,4.3,6.2,3.4,5.0
8249,ALB,"Corporacion Financiera Alba, SA",ES,Diversified Financials,BBB,5.2,8.7,3.2,5.0
8502,ALK,Alkane Resources Ltd,AU,Metals and Mining - Precious Metals,BB,3.5,2.0,4.6,5.1
8755,ALL,ARISTOCRAT LEISURE LIMITED,AU,Casinos & Gaming,AA,8.1,6.1,6.1,7.3
8756,ALL,THE ALLSTATE CORPORATION,US,Property & Casualty Insurance,BBB,5.7,2.5,4.8,6.1
9261,ALLE,ALLEGION PUBLIC LIMITED COMPANY,IE,Building Products,AA,8.1,6.1,5.5,6.3
9514,ALSN,ALSO Holding AG,CH,"Electronic Equipment, Instruments & Components",BB,4.2,2.9,2.4,6.4
9767,AMG,AMG Advanced Metallurgical Group NV,NL,Metals and Mining - Non-Precious Metals,A,6.9,4.6,4.6,6.0
9956,AMP,AMP LIMITED,AU,Asset Management & Custody Banks,A,6.1,10.0,5.5,5.1
9957,AMP,AMPLIFON SPA,IT,Health Care Providers & Services,AA,8.1,9.7,6.7,6.1
10462,AMZN,"WHOLE FOODS MARKET, INC",US,Retail - Consumer Discretionary,BBB,5.6,5.5,5.0,4.7
10715,ANTM,PT Aneka Tambang Tbk,ID,Metals and Mining - Precious Metals,BBB,4.3,3.5,6.0,4.0
10968,AON,Aon plc,IE,Multi-Line Insurance & Brokerage,BB,4.1,7.0,3.5,5.3
11221,AOS,A O SMITH CORPORATION,US,Building Products,A,6.8,7.1,5.5,3.0
11474,APA,APA Group,AU,Utilities,AAA,9.8,5.6,10.0,7.8
11475,APA,Camelot Finance SA,LU,Professional Services,BBB,4.6,8.3,4.5,5.8
11854,APH,ALLIANCE PHARMA PLC,GB,Pharmaceuticals,A,6.9,2.4,5.3,5.8
11855,APH,MTS SYSTEMS CORPORATION,US,"Electronic Equipment, Instruments & Components",A,7.1,4.2,5.3,5.5
12360,APO,"THE FRESH MARKET, INC",US,Retail - Food & Staples,B,1.5,10.0,5.7,3.1
12489,APPS,"APPLUS SERVICES, SA",ES,Professional Services,AA,8.2,9.0,6.9,6.4
12490,APTV,APTIV PLC,IE,Auto Components,AA,8.3,5.4,4.4,6.6
12743,ARD,ARDAGH PACKAGING FINANCE PLC,IE,Containers & Packaging,B,1.7,6.1,3.1,3.8
12867,ARE,GROUPE AECON INC,CA,Construction & Engineering,AA,8.3,3.7,5.6,6.7
13120,ASH,HERCULES LLC,US,Specialty Chemicals,BB,4.1,4.2,1.3,5.8
13373,ATH,ATHABASCA OIL CORPORATION,CA,Oil & Gas Exploration & Production,BBB,5.5,2.4,6.9,5.6
13626,ATO,ATOS SE,FR,Software & Services,AA,8.57,6.7,7.2,5.0
13879,ATUS,ALTICE US FINANCE I CORPORATION,LU,Media & Entertainment,BB,2.9,7.0,4.2,3.4
14132,AXS,AXIS CAPITAL HOLDINGS LIMITED,BM,Property & Casualty Insurance,BB,3.3,3.9,2.6,5.9
14384,AZEK,THE AZEK COMPANY INC,US,Building Products,A,5.8,4.1,5.5,6.5
14449,BA,THE BOEING COMPANY,US,Aerospace & Defense,BB,4.0,5.0,2.4,5.5
14702,BBY,BALFOUR BEATTY PLC,GB,Construction & Engineering,AA,7.7,3.5,6.6,5.6
14955,BC,BRUNELLO CUCINELLI SPA,IT,"Textiles, Apparel & Luxury Goods",BB,3.8,3.8,2.4,5.3
15208,BCO,THE BRINKS COMPANY,US,Commercial Services & Supplies,BB,2.9,8.0,2.8,5.5
15332,BDX,BUDIMEX SPOLKA AKCYJNA,PL,Construction & Engineering,A,6.7,3.5,5.3,5.7
15585,BEN,BENDIGO AND ADELAIDE BANK LIMITED,AU,Banks,A,6.2,3.3,3.6,7.9
15586,BEN,BENETEAU SA,FR,Leisure Products,BB,3.9,5.2,4.2,4.7
16091,BERY,PLIANT CORPORATION,US,Containers & Packaging,BB,3.9,6.6,1.6,6.9
16344,BG,BAWAG Group AG,AT,Banks,AA,8.5,6.4,5.1,6.5
16597,BILL,BillerudKorsnas Aktiebolag (publ),SE,Containers & Packaging,AA,7.8,4.9,5.7,7.3
16726,BK,Astana-finance Joint Stock Company,KZ,Asset Management & Custody Banks,AA,7.6,10.0,5.0,5.5
16727,BK,The Bank of New York Mellon Corporation,US,Asset Management & Custody Banks,AA,7.6,10.0,5.0,5.5
17232,BKR,WESTERN ATLAS HOLDINGS LLC,US,Energy Equipment & Services,AA,7.4,8.3,8.8,5.2
17485,BLD,BORAL LIMITED,AU,Construction Materials,AA,8.2,5.2,4.5,6.5
17486,BLD,TOPBUILD CORP,US,Real Estate Development & Diversified Activities,BBB,4.6,3.5,2.9,5.2
17743,BLKB,Basellandschaftliche Kantonalbank,CH,Banks,A,7.1,5.5,4.1,5.3
17867,BMY,Bloomsbury Publishing PLC,GB,Media & Entertainment,AA,8.5,4.0,4.5,8.4
18120,BPOP,"POPULAR, INC",PR,Banks,BB,4.1,2.2,3.0,5.7
18245,BWA,"OLD REMCO HOLDINGS, LLC",US,Auto Components,A,7.0,6.4,3.9,5.8
18498,BYD,Boyd Group Services Inc,CA,Commercial Services & Supplies,A,6.3,6.4,1.8,7.8
18563,C,STRUCTURED PRODUCTS CORP,US,Diversified Financials,A,7.0,8.7,3.9,5.0
18816,CAT,Caterpillar International Finance Designated Activity Company,IE,Construction & Farm Machinery & Heavy Trucks,A,6.9,5.6,6.8,4.2
18817,CAT,LES SERVICES FINANCIERS CATERPILLAR LIMITEE,CA,Consumer Finance,A,6.9,5.6,6.8,4.2
19322,CC,THE CHEMOURS COMPANY,US,Diversified Chemicals,BBB,5.2,4.1,3.2,6.4
19386,CCL,CARNIVAL PLC,GB,Hotels & Travel,B,1.7,3.1,3.1,4.3
19387,CCL,COCA-COLA EUROPACIFIC PARTNERS API PTY LTD,AU,Beverages,AAA,8.6,7.1,5.8,5.4
19892,CE,CREDITO EMILIANO SPA,IT,Banks,A,7.1,2.2,3.9,5.6
20145,CF,Canaccord Genuity Group Inc,CA,Investment Banking & Brokerage,BBB,5.7,2.0,3.3,6.3
20398,CFR,COMPAGNIE FINANCIERE RICHEMONT SA,CH,"Textiles, Apparel & Luxury Goods",AA,7.4,7.4,5.6,4.5
20651,CG,Centerra Gold Inc,CA,Metals and Mining - Precious Metals,B,2.8,2.3,3.6,4.2
20652,CG,THE CARLYLE GROUP INC,US,Asset Management & Custody Banks,BBB,5.0,10.0,6.4,2.5
20909,CHTR,TIME WARNER CABLE ENTERPRISES LLC,US,"Broadcasting, Cable & Satellite",B,2.3,8.0,3.7,3.3
21162,CIM,CIMIC FINANCE (USA) PTY LTD,AU,Construction & Engineering,BBB,5.2,5.1,7.3,4.4
21223,CLX,THE CLOROX COMPANY,US,Household & Personal Products,AA,8.0,5.4,5.9,7.0
21476,CMA,CIMENTS DU MAROC SA,MA,Construction Materials,B,2.4,2.8,2.5,3.0
21729,CMCSA,"NBCUNIVERSAL MEDIA, LLC",US,Media,BB,3.7,10.0,4.3,4.5
21730,CMCSA,SKY GROUP FINANCE LIMITED,GB,"Broadcasting, Cable & Satellite",BBB,5.0,10.0,4.8,4.8
22235,CNA,CENTRICA PLC,GB,Utilities,AA,7.7,8.4,0.8,7.5
22488,CNP,CNP ASSURANCES SA,FR,Life & Health Insurance,AAA,9.7,8.5,6.8,4.7
22489,CNP,"VECTREN UTILITY HOLDINGS, INC",US,Utilities,BBB,5.3,4.9,4.2,5.9
22994,CTRA,PT Ciputra Development Tbk,ID,Real Estate Development & Diversified Activities,BB,4.2,4.2,3.8,4.2
23247,COO,"THE COOPER COMPANIES, INC",US,Health Care Equipment & Supplies,BBB,5.5,8.2,6.6,4.0
23500,COP,CompuGroup Medical SE & Co KGaA,DE,Health Care Equipment & Supplies,BBB,5.5,7.7,5.3,5.3
23753,COR,"Corticeira Amorim, SGPS, SA",PT,Containers & Packaging,A,7.0,6.6,4.4,5.7
24006,CPRI,Capri Holdings Limited,GB,"Textiles, Apparel & Luxury Goods",BB,3.2,3.2,4.0,4.3
24068,CR,CREW ENERGY INC,CA,Oil & Gas Exploration & Production,BB,4.0,1.7,5.5,5.4
24257,WOLF,"Wolfspeed, Inc",US,Semiconductors & Semiconductor Equipment,AA,8.5,6.3,5.5,5.7
24510,CRI,CHARGEURS SA,FR,"Textiles, Apparel & Luxury Goods",BBB,4.7,4.2,1.6,6.0
24762,CRL,Carel Industries SpA,IT,Building Products,A,6.5,5.0,6.4,5.4
25015,CRM,"SALESFORCECOM, INC",US,Software & Services,AA,7.9,6.6,7.0,4.0
25268,CSL,CSL LIMITED,AU,Biotechnology,A,6.2,5.3,4.3,6.5
25521,CVS,"OMNICARE, LLC",US,Health Care Providers & Services,A,5.8,10.0,4.0,5.9
25774,CVX,"NOBLE ENERGY, INC",US,Oil & Gas Exploration & Production,BBB,4.6,4.3,6.0,4.8
26027,CWK,CRANSWICK PLC,GB,Food Products,AA,8.1,3.3,6.0,7.3
26028,CWK,CUSHMAN & WAKEFIELD PLC,GB,Real Estate Management & Services,A,6.3,4.6,6.8,6.1
26275,CZR,WILLIAM HILL LIMITED,GB,Casinos & Gaming,A,6.7,7.5,5.8,5.1
26465,D,SCANA CORPORATION,US,Utilities,AA,8.1,7.9,5.1,5.9
26466,D,Virginia Electric and Power Company,US,Utilities,A,5.8,5.8,5.7,6.1
26971,DAL,DATALOGIC SPA,IT,"Electronic Equipment, Instruments & Components",BBB,4.5,4.6,4.3,4.1
27224,DG,VINCI SA,FR,Construction & Engineering,A,6.0,5.1,2.8,6.8
27477,DGX,QUEST DIAGNOSTICS INCORPORATED,US,Health Care Providers & Services,AA,7.9,9.2,6.1,6.0
27730,DIS,"TFCF AMERICA, INC",US,Media & Entertainment,A,5.8,10.0,4.8,4.9
27983,WBD,WEBUILD SPA,IT,Construction & Engineering,A,6.9,5.0,6.3,5.2
28236,DNB,DNB BANK ASA,NO,Banks,AA,7.5,6.4,4.3,6.3
28301,DOC,DO & CO Aktiengesellschaft,AT,Commercial Services & Supplies,CCC,1.4,5.5,0.0,4.9
28302,DOC,PHYSICIANS REALTY TRUST,US,Real Estate Management & Services,BBB,5.0,4.8,4.5,6.4
28683,DOV,DOVALUE SPA,IT,Diversified Financials,AA,8.57,8.3,5.4,6.5
28936,DOW,DOWNER EDI LIMITED,AU,Commercial Services & Supplies,AA,7.2,9.6,5.7,7.7
28937,DOW,ROHM AND HAAS COMPANY,US,Specialty Chemicals,AA,7.8,4.7,4.3,6.6
28938,DOW,THE DOW CHEMICAL COMPANY,US,Diversified Chemicals,AA,7.8,4.7,4.3,6.6
29695,DTE,Deutsche Telekom AG,DE,Telecommunication Services,BBB,5.1,10.0,5.4,3.5
29948,DUK,"Piedmont Natural Gas Company, Inc",US,Utilities,A,6.7,5.1,7.9,5.3
29949,DUK,"Progress Energy, Inc",US,Utilities,AA,8.1,7.4,8.4,5.6
30454,EA,Energy Absolute Public Company Limited,TH,Utilities,AA,7.2,8.9,6.7,4.0
30707,EBS,Erste Group Bank AG,AT,Banks,AA,8.3,8.6,4.2,5.5
30899,ECL,ENGIE Energia Chile SA,CL,Utilities,BBB,4.8,4.2,7.1,4.9
31152,EFX,ENERFLEX LTD,CA,Energy Equipment & Services,A,6.6,7.0,7.7,6.2
31405,EIX,SOUTHERN CALIFORNIA EDISON COMPANY,US,Utilities,BBB,5.1,7.5,3.7,7.2
31658,EL,ESSILORLUXOTTICA SA,FR,"Textiles, Apparel & Luxury Goods",AA,8.1,7.4,3.6,6.1
31659,EL,THE ESTEE LAUDER COMPANIES INC,US,Household & Personal Products,A,6.3,7.4,5.1,2.9
32164,EPR,EUROPRIS ASA,NO,Retail - Consumer Discretionary,A,6.8,3.3,4.2,7.3
32225,ES,PUBLIC SERVICE COMPANY OF NEW HAMPSHIRE,US,Utilities,AA,8.4,7.1,8.0,6.8
32478,ESGR,ENSTAR GROUP LIMITED,BM,Multi-Line Insurance & Brokerage,B,2.7,2.5,3.5,5.2
32731,ESNT,ESSENT GROUP LTD,BM,Banks,BB,4.1,1.2,3.6,5.8
32732,ESNT,ESSENTRA PLC,GB,Commodity Chemicals,AA,8.1,5.0,0.9,7.7
33237,ETN,EATON CORPORATION PUBLIC LIMITED COMPANY,IE,Electrical Equipment,BBB,5.6,5.6,4.6,5.0
33490,ETR,"SYSTEM ENERGY RESOURCES, INC",US,Utilities,A,7.0,6.5,5.4,6.5
33743,EVR,EVRAZ PLC,GB,Steel,BBB,5.5,2.4,4.4,6.2
33744,EXC,PECO Energy Company,US,Utilities,AA,7.7,7.9,5.2,5.8
33745,EXC,PEPCO HOLDINGS LLC,US,Utilities,A,7.0,7.4,5.6,5.5
33746,EXC,POTOMAC ELECTRIC POWER COMPANY,US,Utilities,AA,7.4,8.3,5.1,5.8
34503,EXPI,eXp World Holdings Inc,US,Real Estate Management & Services,B,2.4,1.6,4.9,4.8
34504,F,FCE BANK PLC,GB,Consumer Finance,B,2.0,5.4,2.0,3.0
34757,FAST,Fastned BV,NL,Utilities,BB,3.9,7.1,1.1,4.3
35010,FB,"META PLATFORMS, INC",US,Interactive Media & Services,B,2.2,10.0,2.6,2.9
35263,FE,JERSEY CENTRAL POWER & LIGHT COMPANY,US,Utilities,BBB,4.7,6.2,5.3,4.0
35264,FE,METROPOLITAN EDISON COMPANY,US,Utilities,BBB,4.7,6.2,5.3,4.2
35265,FE,"MID-ATLANTIC INTERSTATE TRANSMISSION, LLC",US,Utilities,A,5.8,6.7,5.3,4.2
35266,FE,MONONGAHELA POWER COMPANY,US,Utilities,B,2.6,3.5,5.3,4.9
35267,FE,OHIO EDISON COMPANY,US,Utilities,BBB,4.7,6.3,5.3,4.2
35268,FE,PENNSYLVANIA ELECTRIC COMPANY,US,Utilities,BBB,4.6,6.2,5.3,4.2
36781,MNDT,"Mandiant, Inc",US,Software & Services,BBB,5.2,4.0,4.4,6.1
36782,FGEN,FIRST GEN CORPORATION,PH,Utilities,BBB,4.6,6.8,4.6,2.1
36973,FIS,"WORLDPAY, LLC",US,Software & Services,A,7.1,8.7,5.4,4.9
37226,FIVE,X5 RETAIL GROUP NV,RU,Retail - Food & Staples,B,2.85,2.1,4.3,4.1
37479,FLS,FLSMIDTH & CO AS,DK,Construction & Farm Machinery & Heavy Trucks,AA,7.4,4.7,6.0,5.8
37732,FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED,AU,Hotels & Travel,BBB,5.4,7.5,2.0,5.7
37985,FR,FIRST MAJESTIC SILVER CORP,CA,Metals and Mining - Precious Metals,BB,4.1,0.9,4.7,6.4
37986,FR,VALEO SE,FR,Auto Components,AAA,9.0,7.6,5.1,5.2
38491,FROG,JFROG LTD,US,Software & Services,BBB,5.2,4.4,4.6,5.1
38492,G,ASSICURAZIONI GENERALI SOCIETA PER AZIONI,IT,Multi-Line Insurance & Brokerage,AA,8.1,7.2,6.2,6.1
38745,GBCI,"GLACIER BANCORP, INC",US,Banks,BBB,4.9,0.6,4.9,6.6
38934,GBT,"GLOBAL BLOOD THERAPEUTICS, INC",US,Biotechnology,BB,3.8,5.1,4.2,4.8
38935,GBT,GUERBET SA,FR,Health Care Equipment & Supplies,A,6.1,9.2,5.3,5.7
39310,GD,GENERAL DYNAMICS CORPORATION,US,Aerospace & Defense,BBB,5.5,2.8,3.0,5.9
39563,GDDY,"GO DADDY OPERATING COMPANY, LLC",US,Software & Services,BBB,5.0,6.7,4.5,5.4
39816,GE,GE CAPITAL AUSTRALIA FUNDING PTY LTD,AU,Industrial Conglomerates,BB,3.3,6.0,1.0,3.6
39817,GE,GE Capital European Funding Unlimited Company,IE,Industrial Conglomerates,BB,3.3,6.0,1.0,3.6
39818,GE,GENERAL ELECTRIC COMPANY,US,Industrial Conglomerates,BB,3.3,6.0,1.0,3.6
39819,GE,SOCIETE DE FINANCEMENT GE CAPITAL DU CANADA,CA,Diversified Financials,BB,3.3,6.0,1.0,3.6
40828,GGG,GRACO INC,US,Industrial Machinery,A,6.6,4.8,6.2,5.2
41081,GH,"GUARDANT HEALTH, INC",US,Health Care Equipment & Supplies,BB,3.4,6.0,4.6,4.7
41334,GILD,"GILEAD SCIENCES, INC",US,Biotechnology,AA,7.6,6.6,5.7,5.7
41587,GIS,"GENERAL MILLS, INC",US,Food Products,AAA,9.5,5.8,6.2,5.0
41840,GL,GLOBE LIFE INC,US,Life & Health Insurance,B,2.4,4.0,3.0,4.3
42093,GLPI,"Gaming and Leisure Properties, Inc",US,Real Estate Management & Services,B,2.4,4.3,2.2,4.6
42346,GM,GENERAL MOTORS COMPANY,US,Automobiles,BB,3.7,5.8,1.8,5.3
42347,GM,"GENERAL MOTORS FINANCIAL COMPANY, INC",US,Consumer Finance,BB,3.7,5.8,1.8,5.3
42852,GMED,"GLOBUS MEDICAL, INC",US,Health Care Equipment & Supplies,BBB,5.3,6.3,6.5,3.2
43105,GNRC,GENERAC HOLDINGS INC,US,Electrical Equipment,A,6.7,5.9,5.0,5.1
43358,GNTX,GENTEX CORPORATION,US,Auto Components,BB,4.0,4.1,3.9,4.2
43611,GO,GROCERY OUTLET HOLDING CORP,US,Retail - Food & Staples,BB,4.1,1.6,4.4,4.4
43802,GPC,GENUINE PARTS COMPANY,US,Retail - Consumer Discretionary,BBB,5.6,1.8,5.0,5.4
44055,GPK,GRAPHIC PACKAGING HOLDING COMPANY,US,Containers & Packaging,A,7.0,5.3,4.5,6.5
44308,GPN,GLOBAL PAYMENTS INC,US,Software & Services,BB,4.0,8.0,3.5,5.2
44561,GPS,"THE GAP, INC",US,Retail - Consumer Discretionary,AA,8.3,7.5,5.5,3.6
44814,GRA,W R GRACE & CO-CONN,US,Specialty Chemicals,BBB,5.3,4.4,3.4,6.2
44939,GS,GOLDMAN SACHS & CO LLC,US,Investment Banking & Brokerage,A,7.13,10.0,6.2,3.1
45192,GTES,GATES GLOBAL LLC,US,Electrical Equipment,BBB,4.3,3.1,4.9,5.5
45193,GTES,GATES INDUSTRIAL CORPORATION PLC,US,Industrial Machinery,BBB,4.3,3.1,4.9,5.5
45314,GWRE,"GUIDEWIRE SOFTWARE, INC",US,Software & Services,A,6.9,5.0,5.3,5.6
45567,GWW,"W W GRAINGER, INC",US,Trading Companies & Distributors,AAA,9.7,5.8,9.1,6.0
45820,H,HYATT HOTELS CORPORATION,US,Hotels & Travel,BBB,4.3,5.6,5.1,2.0
45821,H,HYDRO ONE LIMITED,CA,Utilities,AA,8.4,8.3,6.8,5.5
46326,HAE,HAEMONETICS CORPORATION,US,Health Care Equipment & Supplies,A,6.7,6.6,6.2,5.3
46579,HAIN,"THE HAIN CELESTIAL GROUP, INC",US,Food Products,BBB,5.7,3.2,4.8,6.2
46706,HAL,HALLIBURTON COMPANY,US,Energy Equipment & Services,A,6.0,7.8,5.8,5.2
46959,HALO,"HALOZYME THERAPEUTICS, INC",US,Biotechnology,BBB,4.5,5.4,3.9,5.7
47088,HAS,HAYS PLC,GB,Professional Services,AA,7.2,10.0,4.9,7.5
47089,HAS,"Hasbro, Inc",US,Leisure Products,AAA,10.0,7.9,6.5,6.4
47594,HASI,"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC",US,Diversified Financials,A,5.9,9.7,2.9,5.7
47595,HBAN,HUNTINGTON BANCSHARES INCORPORATED,US,Banks,AA,8.4,3.5,4.7,7.3
47848,HBI,HANESBRANDS INC,US,"Textiles, Apparel & Luxury Goods",AA,8.1,5.1,6.1,5.6
48101,HCA,"HCA HEALTHCARE, INC",US,Health Care Providers & Services,A,6.5,6.5,5.1,6.8
48354,HD,"THE HOME DEPOT, INC",US,Retail - Consumer Discretionary,AA,8.5,7.0,5.0,6.2
48607,HE,"HAWAIIAN ELECTRIC INDUSTRIES, INC",US,Utilities,A,6.1,5.0,5.2,7.0
48859,HEI,HEICO CORPORATION,US,Aerospace & Defense,BBB,5.0,2.6,5.0,4.4
48860,HEI,HeidelbergCement AG,DE,Construction Materials,AA,8.4,6.5,3.6,6.7
49365,HELE,HELEN OF TROY LIMITED,BM,Household Durables,AA,8.3,4.5,5.8,6.4
49618,HES,HESS CORPORATION,US,Oil & Gas Exploration & Production,AAA,9.5,5.9,7.4,5.1
49871,HHC,THE HOWARD HUGHES CORPORATION,US,Real Estate Development & Diversified Activities,A,6.8,6.1,4.1,6.9
49995,HIG,"THE HARTFORD FINANCIAL SERVICES GROUP, INC",US,Multi-Line Insurance & Brokerage,BBB,5.6,4.1,4.5,6.9
50248,HII,"HUNTINGTON INGALLS INDUSTRIES, INC",US,Aerospace & Defense,AA,8.5,3.0,5.4,7.1
50501,HIW,"HIGHWOODS PROPERTIES, INC",US,Real Estate Management & Services,BB,3.9,6.9,1.7,5.4
50753,HLF,HERBALIFE NUTRITION LTD,KY,Household & Personal Products,BB,4.1,2.0,4.2,6.1
51006,HLI,"HOULIHAN LOKEY, INC",US,Investment Banking & Brokerage,B,2.6,4.4,2.5,3.1
51198,HLT,HILTON WORLDWIDE HOLDINGS INC,US,Hotels & Travel,A,6.6,6.7,3.8,4.5
51451,HOG,"HARLEY-DAVIDSON FINANCIAL SERVICES, INC",US,Consumer Finance,A,7.13,7.1,4.8,5.2
51452,HOG,"HARLEY-DAVIDSON, INC",US,Automobiles,A,7.13,7.1,4.8,5.2
51957,HOLX,"HOLOGIC, INC",US,Health Care Equipment & Supplies,AA,8.4,10.0,6.5,6.0
52210,HON,HONEYWELL INTERNATIONAL INC,US,Industrial Conglomerates,AA,7.2,4.1,3.1,6.1
52463,HP,"HELMERICH & PAYNE, INC",US,Energy Equipment & Services,B,1.8,2.5,5.8,5.8
52524,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,US,"Technology Hardware, Storage & Peripherals",AA,7.6,6.0,4.9,5.4
52777,HPP,"HUDSON PACIFIC PROPERTIES, INC",US,Real Estate Management & Services,BBB,5.3,8.0,2.9,4.5
52965,HPQ,HP INC,US,"Technology Hardware, Storage & Peripherals",AA,7.3,4.3,5.4,5.9
53218,HQY,"HEALTHEQUITY, INC",US,Health Care Providers & Services,BB,3.3,7.0,2.4,5.5
53471,HR,HEALTHCARE REALTY TRUST INCORPORATED,US,Real Estate Management & Services,BB,3.9,5.6,3.0,6.3
53723,HRB,"H & R BLOCK, INC",US,Diversified Consumer Services,BBB,5.2,6.9,3.4,6.8
53847,HRC,"HILL-ROM HOLDINGS, INC",US,Health Care Equipment & Supplies,A,7.1,6.3,6.4,4.4
54100,HRL,HORMEL FOODS CORPORATION,US,Food Products,AA,8.1,3.6,6.0,6.3
54353,HSIC,"HENRY SCHEIN, INC",US,Health Care Providers & Services,BBB,5.3,8.7,6.2,4.3
54606,HST,"HOST HOTELS & RESORTS, INC",US,Real Estate Management & Services,BBB,4.7,6.4,5.5,4.0
54859,HSY,THE HERSHEY COMPANY,US,Food Products,A,6.2,3.9,5.2,4.6
55112,HTA,"HEALTHCARE TRUST OF AMERICA, INC",US,Real Estate Management & Services,B,2.6,4.1,1.2,5.9
55365,HUBB,HUBBELL INCORPORATED,US,Electrical Equipment,A,5.9,4.6,4.6,7.2
55618,HUBS,"HUBSPOT, INC",US,Software & Services,AA,7.9,4.7,6.2,5.4
55871,HUM,HUMANA INC,US,Health Care Providers & Services,A,6.3,10.0,4.6,5.7
55872,HUM,HUMM GROUP LIMITED,AU,Consumer Finance,A,7.0,8.3,3.7,7.3
56377,HUN,HUNTSMAN CORPORATION,US,Diversified Chemicals,B,2.0,4.2,2.2,5.9
56630,HWC,HANCOCK WHITNEY CORPORATION,US,Banks,BBB,5.7,1.5,3.6,6.6
56691,HWM,HOWMET AEROSPACE INC,US,Aerospace & Defense,BBB,5.3,2.0,4.7,5.0
56944,HXL,HEXCEL CORPORATION,US,Commodity Chemicals,A,6.5,5.1,1.7,4.7
